RELEASE DATE,PUBLISHER,TITLE,PRICE
03/15/17,ABRAMS COMICARTS,Best We Could Do An Illustrated Memoir HC,$24.95
03/15/17,AC COMICS,Men Of Mystery #103,$29.95
03/15/17,ACTION LAB ENTERTAINMENT,Peter David's Artful #4 (Cover A Laura Neubert),$3.99 
03/15/17,ACTION LAB ENTERTAINMENT,Peter David's Artful #4 (Cover B Laura Neubert Concept Sketch),$4.99 
03/15/17,ALBATROSS FUNNYBOOKS,Spookhouse #3,$3.99 
03/15/17,ALTERNATIVE COMICS,Death In Oaxaca #3,$4.99
03/15/17,AMP! COMICS FOR KIDS,Snoopy To The Rescue TP,$9.99 
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover A Conny Valentina),$3.99 
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover B Devon Massey),AR
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover D Budd Root),AR
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover E Budd Root),AR
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover F Salem Low),AR
03/15/17,AMRYL ENTERTAINMENT,Cavewoman Monster Dreams #1 (One Shot)(Cover G Andrew Mangum),AR
03/15/17,AMULET BOOKS,Nathan Hale's One Trick Pony GN,$14.95 
03/15/17,ANTARCTIC PRESS,Airship Enterprise #4,$3.99 
03/15/17,ANTARCTIC PRESS,Blade Bunny Volume 2 #4,$3.99 
03/15/17,ANTARCTIC PRESS,Cadmus #1,$3.99 
03/15/17,ANTARCTIC PRESS,Get Gomez #1 (One Shot),$3.99 
03/15/17,ANTARCTIC PRESS,Gold Digger #240,$3.99
03/15/17,ARCHIE COMIC PUBLICATIONS,Archie #18 (Cover A Pete Woods),$3.99 
03/15/17,ARCHIE COMIC PUBLICATIONS,Archie #18 (Cover B Elsa Charretier),$3.99 
03/15/17,ARCHIE COMIC PUBLICATIONS,Archie #18 (Cover C Robert Hack),$3.99 
03/15/17,ARCHIE COMIC PUBLICATIONS,Betty And Veronica Comics Annual Digest #252,$5.99 
03/15/17,ASPEN COMICS,All New Soulfire #1 (Cover A Giuseppe Cafaro),$3.99 
03/15/17,ASPEN COMICS,All New Soulfire #1 (Cover B Tyler Kirkham),$3.99 
03/15/17,ASPEN COMICS,All New Soulfire #1 (Cover C Talent Caldwell),AR
03/15/17,ASPEN COMICS,All New Soulfire #1 (Cover D Michael Turner),AR
03/15/17,AVATAR PRESS,Providence Act 1 HC (Final Printing),$19.99
03/15/17,BIG FINISH,Avengers Steed And Mrs Peel The Comic Strip Adaptations Volume 2 Audio CD,$49.99 
03/15/17,BIG FINISH,Avengers Steed And Mrs Peel Volume 1 Diana Magazine UK 1966-1967 GN,$19.99
03/15/17,BIG FINISH,Doctor Who Absolute Power Audio CD,$24.99 
03/15/17,BIG FINISH,Doctor Who Cold Fusion Audio CD,$28.50 
03/15/17,BIG FINISH,Doctor Who Order Of Daleks Audio CD,$24.99 
03/15/17,BIG FINISH,Doctor Who Original Sin Audio CD,$24.99 
03/15/17,BIG FINISH,Doctor Who Quicksilver Audio CD,$24.99 
03/15/17,BIG FINISH,Doctor Who The Early Adventures The Ravelli Conspiracy Audio CD,$24.99
03/15/17,BIG FINISH,Doctor Who The Early Adventures The Sontarans Audio CD,$24.99 
03/15/17,BIG FINISH,Doctor Who The Third Doctor Adventures Volume 2 Audio CD,$49.99 
03/15/17,BIG FINISH,Doctor Who The War Doctor Volume 3 Agents Of Chaos Audio CD,$49.99 
03/15/17,BIG FINISH,Doctor Who Unit Series Volume 3 Silenced Audio CD,$49.99 
03/15/17,BIG FINISH,Torchwood Outbreak Audio CD,$49.99 
03/15/17,BLACK MASK COMICS,Clandestino #6 (MR),$3.99 
03/15/17,BONGO COMICS,Bart Simpson Suckerpunch GN,$15.99 
03/15/17,BOOM! STUDIOS,Adventure Time Comics #9 (Cover A Marie Wu),$3.99
03/15/17,BOOM! STUDIOS,Adventure Time Comics #9 (Cover B Ariel Ries),$3.99
03/15/17,BOOM! STUDIOS,Adventure Time Comics #9 (Cover C Feifei Ruan),AR
03/15/17,BOOM! STUDIOS,Coady And The Creepies #1 (Cover A Kat Leyh),$3.99
03/15/17,BOOM! STUDIOS,Coady And The Creepies #1 (Cover B Liz Prince),AR
03/15/17,BOOM! STUDIOS,Death Be Damned #2 (Of 4)(Cover A Hannah Christenson),$3.99
03/15/17,BOOM! STUDIOS,Deep #3 (Of 6)(Cover A James Brouwer),$3.99
03/15/17,BOOM! STUDIOS,John Flood TP,$19.99
03/15/17,BOOM! STUDIOS,Kong Of Skull Island #9 (Cover A Nick Robles),$3.99
03/15/17,BOOM! STUDIOS,Mighty Morphin Power Rangers #13 (Cover A Jamal Campbell),$3.99
03/15/17,BOOM! STUDIOS,Mighty Morphin Power Rangers #13 (Cover B Steve Morris),AR
03/15/17,BOOM! STUDIOS,Mighty Morphin Power Rangers #13 (Cover C Goni Montes),AR
03/15/17,BOOM! STUDIOS,Mighty Morphin Power Rangers #13 (Cover D Miguel Mercado Foil Pop-Out Power Coin Variant),AR
03/15/17,BOOM! STUDIOS,Mighty Morphin Power Rangers #13 (Cover E Telmos Santos Action Figure Variant),$3.99
03/15/17,BOOM! STUDIOS,Robocop Dead Or Alive Volume 3 TP,$19.99
03/15/17,BROADSWORD COMICS,Tarot Witch Of The Black Rose #86 (Studio Deluxe Edition),$19.99 
03/15/17,CANDLEWICK PRESS,Yvain Knight Of The Lion GN,$19.99
03/15/17,COFFIN COMICS,La Muerta Last Rites #1 (Vengeance Edition),$20.00 
03/15/17,COMIC BOOK LEGAL DEFENSE FUND,CBLDF Defender Volume 2 #1,$9.99 
03/15/17,COMIC SHOP NEWS,Comic Shop News #1552,AR
03/15/17,COMIC SHOP NEWS,Comic Shop News Spring 2017 Preview,AR
03/15/17,DANGER ZONE,Dollface #1 (Dan Mendoza 2nd Printing Variant Cover),$4.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover A Dan Mendoza),$3.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover B Dan Mendoza Risque),$4.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover C Marco Maccagni Fresh Kill),$4.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover D Marco Maccagni Fresh Kill Risque),$4.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover E Celor),$4.99 
03/15/17,DANGER ZONE,Zombie Tramp #33 (Cover F Celor Risque),$4.99 
03/15/17,DARK HORSE COMICS,Angel Season 11 #3 (Cover A Scott Fischer),$3.99
03/15/17,DARK HORSE COMICS,Angel Season 11 #3 (Cover B Jeff Dekal),$3.99
03/15/17,DARK HORSE COMICS,Bounty Volume 1 TPB,$14.99
03/15/17,DARK HORSE COMICS,Chronicles Of Conan Volume 34 Betrayal In Zamora And Other Stories TP,$19.99
03/15/17,DARK HORSE COMICS,Dark Horse Presents #32,$4.99
03/15/17,DARK HORSE COMICS,Dead Inside #4 (Of 5),$3.99
03/15/17,DARK HORSE COMICS,Ether #5 (Of 5),$3.99
03/15/17,DARK HORSE COMICS,Neil Gaiman's American Gods Shadows #1 (Cover A Glenn Fabry),$3.99
03/15/17,DARK HORSE COMICS,Neil Gaiman's American Gods Shadows #1 (Cover B David Mack),$3.99
03/15/17,DARK HORSE COMICS,Neil Gaiman's American Gods Shadows #1 (Cover C Dave McKean),$3.99
03/15/17,DARK HORSE COMICS,Will Eisner A Centennial Celebration 1917-2017 HC,$49.99
03/15/17,DARK HORSE COMICS,Will Eisner A Centennial Celebration 1917-2017 HC (Limited Edition),$99.99
03/15/17,DARK HORSE COMICS,World Of Warcraft Chronicle Volume 2 HC,$39.99
03/15/17,DC COMICS,All-Star Batman #8 (Cover A Giuseppe Camuncoli),$4.99
03/15/17,DC COMICS,All-Star Batman #8 (Cover B Giuseppe Camuncoli),AR
03/15/17,DC COMICS,All-Star Batman #8 (Cover C Francesco Francavilla),AR
03/15/17,DC COMICS,Aquaman #19 (Cover A Brad Walker & Andrew Hennessy),$2.99
03/15/17,DC COMICS,Aquaman #19 (Cover B Joshua Middleton),AR
03/15/17,DC COMICS,Batman #19 (Cover A David Finch & Danny Miki),$2.99
03/15/17,DC COMICS,Batman #19 (Cover B Tim Sale),AR
03/15/17,DC COMICS,Batman And Superman In World's Finest Comics The Silver Age Omnibus Volume 1 TP,$24.99
03/15/17,DC COMICS,Batman Ego And Other Tails Deluxe Edition HC,$39.99
03/15/17,DC COMICS,Batwoman #1 (Cover A Steve Epting),$2.99
03/15/17,DC COMICS,Batwoman #1 (Cover B J. G. Jones),AR
03/15/17,DC COMICS,Batwoman #1 (Cover C Blank),AR
03/15/17,DC COMICS,Cave Carson Has A Cybernetic Eye #6 (Cover A Michael Avon Oeming),$3.99
03/15/17,DC COMICS,Cave Carson Has A Cybernetic Eye #6 (Cover B Brendan McCarthy),AR
03/15/17,DC COMICS,Dark Knight III The Master Race #1 (Of 8)(Dale Keown AOD Variant Cover)(Dale Keown Signed Edition)(Dynamic Forces),AR
03/15/17,DC COMICS,Dark Knight III The Master Race #4 (Of 8)(Greg Capullo Black & White Midtown Variant Cover)(Dynamic Forces),AR
03/15/17,DC COMICS,Dark Knight III The Master Race #4 (Of 8)(Greg Capullo Midtown Variant Cover)(Dynamic Forces),AR
